,Unnamed: 0,MANUFACTURER,DATE,PRICE,MAT ~ 12/2025,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,MAT ~ 12/2024,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,MAT ~ 12/2023,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,MAT ~ 12/2022,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,MAT ~ 12/2021,Unnamed: 29,Unnamed: 30,Unnamed: 31,2025-12-01 00:00:00,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,2025-11-02 00:00:00,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,2025-10-02 00:00:00,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,2025-09-02 00:00:00,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,2025-08-02 00:00:00,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,2025-07-02 00:00:00,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,2025-06-02 00:00:00,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,2025-05-04 00:00:00,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,2025-04-05 00:00:00,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,2025-03-07 00:00:00,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,2025-02-06 00:00:00,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,2025-01-08 00:00:00,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,2024-12-10 00:00:00,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,2024-11-11 00:00:00,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,2024-10-13 00:00:00,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,2024-09-14 00:00:00,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,2024-08-16 00:00:00,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,2024-07-18 00:00:00,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,2024-06-19 00:00:00,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,2024-05-21 00:00:00,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,2024-04-22 00:00:00,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,2024-03-24 00:00:00,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,2024-02-24 00:00:00,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,2024-01-26 00:00:00,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175
88,I-CARE CAPS ENTER 40MG 14,,2015-09-01 00:00:00,212.5,9599265,100,212.12,45173,100,212.12,3075514,100,999,14473,100,999,177863,100,-96.4,837,100,-96.4,4940627,100,45.53,23250,100,45.53,3394901,100,15976,100,0,0,-100,0,0,-100,816425,100,-11.13,3842,100,-11.13,2768875,100,337.54,13030,100,337.54,2162825,100,707.14,10178,100,707.14,639200,100,45.1,3008,100,45.1,787525,100,999,3706,100,999,535075,100,999,2518,100,999,451138,100,999,2123,100,999,37613,100,-48.84,177,100,-48.84,771588,100,999,3631,100,999,426913,100,999,2009,100,999,202088,100,999,951,100,999,705500,100,999,3320,100,999,918638,100,999,4323,100,999,632825,100,999,2978,100,999,267963,100,999,1261,100,999,440513,100,999,2073,100,999,18275,100,999,86,100,999,18275,100,999,86,100,999,0,0,0,0,0,0,73525,100,-58.66,346,100,-58.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,GENNIFER           CRH,CORE HEALTH,2019-11-01 00:00:00,,9152368,0.1,79.82,27054,0.13,79.5,5089801,0.06,811.8,15072,0.08,635.58,558217,0.01,999,2049,0.01,999,20093,0,999,77,0,999,0,0,0,0,711107,0.09,21.78,2102,0.13,21.78,123818,0.02,-88.26,366,0.02,-88.26,566314,0.07,6.56,1674,0.1,6.56,379234,0.05,64.37,1121,0.06,64.37,619427,0.08,999,1831,0.11,999,480724,0.06,-2.4,1421,0.08,-2.4,410020,0.06,-49.79,1212,0.07,-49.79,223616,0.03,5.09,661,0.04,5.09,594055,0.08,-24.18,1756,0.11,-24.18,586612,0.07,938.32,1734,0.1,938.32,2672908,0.38,999,7901,0.51,999,1784533,0.25,999,5275,0.34,999,583906,0.09,172.6,1726,0.12,123.29,1054481,0.16,880.78,3117,0.21,703.35,531469,0.07,547.96,1571,0.1,430.74,230721,0.03,49.35,682,0.04,15.2,46009,0.01,999,136,0.01,999,492565,0.07,999,1456,0.09,999,816656,0.13,999,2414,0.16,999,212791,0.03,999,629,0.04,999,783503,0.12,999,2316,0.15,999,56496,0.01,999,167,0.01,999,240193,0.04,999,710,0.05,999,41011,0.01,999,148,0.01,999
90,GENNIFER CAPS ENTER 40MG 14,,2019-11-01 00:00:00,338.3,9152368,100,79.82,27054,100,79.5,5089801,100,811.8,15072,100,635.58,558217,100,999,2049,100,999,20093,100,999,77,100,999,0,0,0,0,711107,100,21.78,2102,100,21.78,123818,100,-88.26,366,100,-88.26,566314,100,6.56,1674,100,6.56,379234,100,64.37,1121,100,64.37,619427,100,999,1831,100,999,480724,100,-2.4,1421,100,-2.4,410020,100,-49.79,1212,100,-49.79,223616,100,5.09,661,100,5.09,594055,100,-24.18,1756,100,-24.18,586612,100,938.32,1734,100,938.32,2672908,100,999,7901,100,999,1784533,100,999,5275,100,999,583906,100,172.6,1726,100,123.29,1054481,100,880.78,3117,100,703.35,531469,100,547.96,1571,100,430.74,230721,100,49.35,682,100,15.2,46009,100,999,136,100,999,492565,100,999,1456,100,999,816656,100,999,2414,100,999,212791,100,999,629,100,999,783503,100,999,2316,100,999,56496,100,999,167,100,999,240193,100,999,710,100,999,41011,100,999,148,100,999
91,NILCID             PHD,PHARMEDIC,2002-04-01 00:00:00,,9127419,0.1,95.32,25567,0.13,74.9,4673178,0.06,999,14618,0.08,999,53338,0,239.17,251,0,239.19,15726,0,-95.57,74,0,-95.57,355091,0.01,1671,0.01,577626,0.07,-9.2,1618,0.1,-9.2,539784,0.07,-34.03,1512,0.09,-34.03,637245,0.08,7.3,1785,0.11,3.72,843948,0.1,33.18,2364,0.13,10.99,790755,0.1,-15.13,2215,0.13,-29.28,873222,0.11,31.98,2446,0.14,9.98,662949,0.09,66.67,1857,0.11,38.89,1360884,0.18,999,3812,0.23,999,688296,0.09,999,1928,0.12,999,736491,0.09,999,2063,0.12,999,756840,0.11,999,2120,0.14,999,659379,0.09,999,1847,0.12,999,636174,0.1,999,1782,0.12,999,818244,0.13,999,2292,0.15,999,593917,0.08,999,1721,0.1,999,633675,0.09,999,2130,0.13,999,931770,0.13,999,3132,0.19,999,661640,0.1,999,2224,0.14,999,397758,0.06,999,1337,0.09,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,NILCID CAPS ENTER 40MG 14,,2020-01-01 00:00:00,357.0,9127419,100,95.32,25567,100,74.9,4673178,100,999,14618,100,999,53338,100,239.17,251,100,239.19,15726,100,-95.57,74,100,-95.57,355091,100,1671,100,577626,100,-9.2,1618,100,-9.2,539784,100,-34.03,1512,100,-34.03,637245,100,7.3,1785,100,3.72,843948,100,33.18,2364,100,10.99,790755,100,-15.13,2215,100,-29.28,873222,100,31.98,2446,100,9.98,662949,100,66.67,1857,100,38.89,1360884,100,999,3812,100,999,688296,100,999,1928,100,999,736491,100,999,2063,100,999,756840,100,999,2120,100,999,659379,100,999,1847,100,999,636174,100,999,1782,100,999,818244,100,999,2292,100,999,593917,100,999,1721,100,999,633675,100,999,2130,100,999,931770,100,999,3132,100,999,661640,100,999,2224,100,999,397758,100,999,1337,100,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,CISEC              STH,STANDPHARM,1996-05-01 00:00:00,,8534111,0.09,14.8,25187,0.12,-2.29,7433720,0.09,29.3,25777,0.14,3.12,5749310,0.09,-9.61,24997,0.15,-9.61,6360880,0.12,2.3,27656,0.16,2.3,6217820,0.13,27034,0.17,539079,0.07,-26.78,1591,0.1,-26.78,609894,0.08,-24.5,1800,0.11,-24.5,703072,0.09,-12.67,2075,0.12,-12.67,707816,0.09,4.55,2089,0.12,4.55,743732,0.09,-12.79,2195,0.13,-12.79,717981,0.09,-11,2119,0.12,-11,654958,0.09,23.65,1933,0.12,-16.07,838265,0.11,83.06,2474,0.15,24.26,691552,0.09,63.32,2041,0.13,10.86,679015,0.09,43.17,2004,0.12,-2.81,797945,0.11,83.76,2355,0.15,24.74,850802,0.12,98.56,2511,0.16,34.78,736278,0.11,82.93,2173,0.14,24.17,807771,0.12,93.29,2384,0.16,31.21,805060,0.11,106.63,2376,0.14,40.26,676982,0.09,29.04,1998,0.12,-12.41,852835,0.12,48.14,2517,0.15,0.56,806754,0.12,51.91,2381,0.15,3.12,529690,0.09,-6.42,2303,0.16,-6.42,457930,0.07,-17.49,1991,0.12,-17.49,423430,0.06,15.57,1841,0.12,15.57,474260,0.07,-1.34,2062,0.13,-1.34,434240,0.07,-3.03,1888,0.13,-3.03,428490,0.06,-12.9,1863,0.13,-12.9
94,CISEC CAPS ENTER 40MG 14,,2010-09-01 00:00:00,338.83,8534111,100,14.8,25187,100,-2.29,7433720,100,29.3,25777,100,3.12,5749310,100,-9.61,24997,100,-9.61,6360880,100,2.3,27656,100,2.3,6217820,100,27034,100,539079,100,-26.78,1591,100,-26.78,609894,100,-24.5,1800,100,-24.5,703072,100,-12.67,2075,100,-12.67,707816,100,4.55,2089,100,4.55,743732,100,-12.79,2195,100,-12.79,717981,100,-11,2119,100,-11,654958,100,23.65,1933,100,-16.07,838265,100,83.06,2474,100,24.26,691552,100,63.32,2041,100,10.86,679015,100,43.17,2004,100,-2.81,797945,100,83.76,2355,100,24.74,850802,100,98.56,2511,100,34.78,736278,100,82.93,2173,100,24.17,807771,100,93.29,2384,100,31.21,805060,100,106.63,2376,100,40.26,676982,100,29.04,1998,100,-12.41,852835,100,48.14,2517,100,0.56,806754,100,51.91,2381,100,3.12,529690,100,-6.42,2303,100,-6.42,457930,100,-17.49,1991,100,-17.49,423430,100,15.57,1841,100,15.57,474260,100,-1.34,2062,100,-1.34,434240,100,-3.03,1888,100,-3.03,428490,100,-12.9,1863,100,-12.9
95,SECLO              AVT,AVANT PHARMA,1997-04-01 00:00:00,,7826937,0.09,4.2,29994,0.15,4.2,7511447,0.09,321.51,28785,0.15,321.51,1782028,0.03,-28.84,6829,0.04,-28.84,2504340,0.05,15.47,9597,0.06,15.47,2168754,0.05,8311,0.05,288089,0.04,5.44,1104,0.07,5.44,555563,0.07,-70.19,2129,0.13,-70.19,575917,0.08,-49.5,2207,0.13,-49.5,439179,0.05,15.67,1683,0.09,15.67,719178,0.09,39.97,2756,0.16,39.97,377856,0.05,-67.56,1448,0.08,-67.56,1065981,0.15,13.63,4085,0.25,13.63,75676,0.01,-49.91,290,0.02,-49.91,805292,0.11,-6.26,3086,0.19,-6.26,1621804,0.2,999,6215,0.36,999,752580,0.11,999,2884,0.19,999,549822,0.08,469.46,2107,0.14,469.46,273215,0.04,253.72,1047,0.07,253.72,1863966,0.29,830.08,7143,0.48,830.08,1140352,0.15,490.54,4370,0.27,490.54,379682,0.05,123.16,1455,0.09,123.16,513811,0.07,786.94,1969,0.12,786.94,1164620,0.17,87.13,4463,0.28,87.13,938115,0.15,999,3595,0.25,999,151090,0.02,-22.8,579,0.04,-22.8,859047,0.13,999,3292,0.21,999,130997,0.02,-28.59,502,0.03,-28.59,0,0,-100,0,0,-100,96552,0.01,999,370,0.02,999
96,SECLO CAPS ENTER 40MG 14,,2019-06-01 00:00:00,260.95,7826937,100,4.2,29994,100,4.2,7511447,100,321.51,28785,100,321.51,1782028,100,-28.84,6829,100,-28.84,2504340,100,15.47,9597,100,15.47,2168754,100,8311,100,288089,100,5.44,1104,100,5.44,555563,100,-70.19,2129,100,-70.19,575917,100,-49.5,2207,100,-49.5,439179,100,15.67,1683,100,15.67,719178,100,39.97,2756,100,39.97,377856,100,-67.56,1448,100,-67.56,1065981,100,13.63,4085,100,13.63,75676,100,-49.91,290,100,-49.91,805292,100,-6.26,3086,100,-6.26,1621804,100,999,6215,100,999,752580,100,999,2884,100,999,549822,100,469.46,2107,100,469.46,273215,100,253.72,1047,100,253.72,1863966,100,830.08,7143,100,830.08,1140352,100,490.54,4370,100,490.54,379682,100,123.16,1455,100,123.16,513811,100,786.94,1969,100,786.94,1164620,100,87.13,4463,100,87.13,938115,100,999,3595,100,999,151090,100,-22.8,579,100,-22.8,859047,100,999,3292,100,999,130997,100,-28.59,502,100,-28.59,0,0,-100,0,0,-100,96552,100,999,370,100,999
97,CIDPRO             IND,INDUS,2009-12-01 00:00:00,,7719458,0.08,20.23,22133,0.11,11.34,6420594,0.08,-16.02,19878,0.11,-16.02,7645410,0.12,-18.97,23670,0.14,-27.59,9435060,0.17,22.16,32689,0.19,9.65,7723393,0.16,29812,0.18,978286,0.13,117.43,2423,0.14,73.94,948813,0.12,60.26,2350,0.14,28.21,925395,0.12,59.7,2292,0.14,27.76,437665,0.05,-35.11,1355,0.07,-35.11,390507,0.05,-19.18,1209,0.07,-19.18,375972,0.05,-33.26,1164,0.06,-33.26,288116,0.04,-42.49,892,0.05,-42.49,383724,0.05,-13.47,1188,0.07,-13.47,785213,0.11,49.78,2431,0.15,49.78,802332,0.1,38.54,2484,0.14,38.54,699295,0.1,34.89,2165,0.14,34.89,704140,0.1,37.54,2180,0.14,37.54,449939,0.07,-7.81,1393,0.09,-7.81,592059,0.09,20.35,1833,0.12,20.35,579462,0.08,7.55,1794,0.11,7.55,674424,0.09,31.65,2088,0.13,31.65,483208,0.07,-24.52,1496,0.09,-24.52,563312,0.08,-13.23,1744,0.11,-13.23,500973,0.08,-12.87,1551,0.11,-12.87,443479,0.06,-41.6,1373,0.09,-41.6,524229,0.08,-32.82,1623,0.1,-32.82,579139,0.09,-30.88,1793,0.12,-30.88,518415,0.08,-20.54,1605,0.11,-20.54,511955,0.08,-28.89,1585,0.11,-28.89
98,CIDPRO CAPS ENTER 40MG 14,,2009-12-01 00:00:00,403.75,7719458,100,20.23,22133,100,11.34,6420594,100,-16.02,19878,100,-16.02,7645410,100,-18.97,23670,100,-27.59,9435060,100,22.16,32689,100,9.65,7723393,100,29812,100,978286,100,117.43,2423,100,73.94,948813,100,60.26,2350,100,28.21,925395,100,59.7,2292,100,27.76,437665,100,-35.11,1355,100,-35.11,390507,100,-19.18,1209,100,-19.18,375972,100,-33.26,1164,100,-33.26,288116,100,-42.49,892,100,-42.49,383724,100,-13.47,1188,100,-13.47,785213,100,49.78,2431,100,49.78,802332,100,38.54,2484,100,38.54,699295,100,34.89,2165,100,34.89,704140,100,37.54,2180,100,37.54,449939,100,-7.81,1393,100,-7.81,592059,100,20.35,1833,100,20.35,579462,100,7.55,1794,100,7.55,674424,100,31.65,2088,100,31.65,483208,100,-24.52,1496,100,-24.52,563312,100,-13.23,1744,100,-13.23,500973,100,-12.87,1551,100,-12.87,443479,100,-41.6,1373,100,-41.6,524229,100,-32.82,1623,100,-32.82,579139,100,-30.88,1793,100,-30.88,518415,100,-20.54,1605,100,-20.54,511955,100,-28.89,1585,100,-28.89
99,PRAZOL             PMA,PHARMATEC,1999-04-01 00:00:00,,7713322,0.08,142.09,19430,0.1,134.8,3186189,0.04,-41.61,8275,0.04,-50.81,5456870,0.08,-44.98,16821,0.1,-47.31,9918459,0.18,113,31925,0.19,85.27,4656600,0.1,17232,0.11,1156403,0.15,243.92,2913,0.17,243.92,675263,0.09,152.37,1701,0.1,152.37,1323531,0.17,162.52,3334,0.2,162.52,739971,0.09,79.14,1864,0.1,71.01,593882,0.08,33.49,1496,0.09,27.43,639138,0.08,529.31,1610,0.09,500.75,473597,0.07,500.83,1193,0.07,473.56,514089,0.07,256.99,1295,0.08,240.79,595073,0.08,194.06,1499,0.09,180.71,383483,0.05,47.73,966,0.06,41.02,315996,0.05,47.32,796,0.05,40.64,302896,0.04,38.05,763,0.05,31.78,336242,0.05,29.91,847,0.06,24.01,267565,0.04,103.47,674,0.04,94.24,504165,0.07,293.61,1270,0.08,275.74,413066,0.06,247.13,1090,0.07,247.13,444899,0.06,73.93,1174,0.07,73.93,101561,0.01,-73.85,268,0.02,-73.85,78824,0.01,-86.81,208,0.01,-89.19,144005,0.02,-80.48,380,0.02,-83.99,202365,0.03,-74.99,534,0.03,-79.49,259588,0.04,-60.88,685,0.04,-67.93,214491,0.03,-63.2,566,0.04,-69.83,219418,0.03,-72.03,579,0.04,-77.07
